parquet_file,row_idx,source_class,label,valid,width,height,format,mode,file_size,sha256,error,keep
train_0.parquet,49,5,1,True,320,320,JPEG,RGB,24668,052a7d1378867f40d414dc88152650ed9d59d0db6c00b6b22e597a7da47b83fe,,True
train_0.parquet,50,1,1,True,320,320,JPEG,RGB,33527,808b3e01f02b3e6dfd8e14d115d855b6478ab91cfd05fc38a4b4208f2975c2c5,,True
train_0.parquet,51,5,1,True,320,320,JPEG,RGB,18330,f9eda83698f478f94505f3e26491693a9ee9290db4e5fee9475f910bb8127a4f,,True
train_0.parquet,52,1,1,True,320,320,JPEG,RGB,36438,9b0a06be6fae0ca65e4159ce15531772b2b30d29c813d698789ae89a9b55b04f,,True
train_0.parquet,53,0,0,True,640,233,JPEG,RGB,24456,1c7c845367ddd0c432539e8e59cd6998c9eb843ef0ec888ccc0fa98776aedbd8,,True
train_0.parquet,54,5,1,True,320,320,JPEG,RGB,35773,bd5968ed48ad32b6c19ddf7ba2d886598aaff976ea972d4743dc33d4f647275c,,True
train_0.parquet,55,5,1,True,320,320,JPEG,RGB,29969,5a4b59523b158f7ba5ab9d650d487f65e5df07ae74d3f871193276400483182d,,True
train_0.parquet,56,4,1,True,270,270,JPEG,RGB,15593,63beb2cc07c168f02383ea3d2721d7dc0c84d00a97b8608d9c23d38cbfd3d912,,True
train_0.parquet,57,0,0,True,640,426,JPEG,RGB,56396,985571946267f0bde40981cf2dfbe70a5a78eb4e0157f263227a2dc2ed29f899,,True
train_0.parquet,58,4,1,True,270,270,JPEG,RGB,18507,65bb8eab767608a938afd69439ffef28581e231ab743fb6b87b08a0270eb0a6e,,True
train_0.parquet,59,3,1,True,320,320,JPEG,RGB,14842,a7d04e8cf5c6478ef63c4e879c21651070b150b4d533c10a4e3bde2ed0b37c09,,True
train_0.parquet,60,2,1,True,320,320,JPEG,RGB,33951,c7a1f9f323296c59c384974dc7f32216a942530714694f9e2cb33e942cd9d0f8,,True
train_0.parquet,61,3,1,True,320,320,JPEG,RGB,22227,84748e4ba13b507213614f1381e89366b11eb8b0ca18f356533227bf7c545c69,,True
train_0.parquet,62,3,1,True,320,320,JPEG,RGB,17621,c902c7db5cdfecfa2b5bf5c4e106aefa2b6c7000c9342482701eec0f37e50d43,,True
train_0.parquet,63,5,1,True,320,320,JPEG,RGB,28944,b54678a29804a633bd9b947dbca22cf149fe487737ca236b64d6307c40fbcb35,,True
train_0.parquet,64,2,1,True,320,320,JPEG,RGB,22506,9182568b258377a6afd30d2415c2b1c30857f5bf818debdbcef1a92f13c9fd67,,True
train_0.parquet,65,3,1,True,320,320,JPEG,RGB,39730,e5867c2843ebfb664332a9c2cb06b8455ad3a71905b11a6aa145d6fe4414bd1e,,True
train_0.parquet,66,3,1,True,320,320,JPEG,RGB,19746,60a08cd2f675d5e92c2bec790057613ad83d9e61134145fe3654f078145a0e4f,,True
train_0.parquet,67,5,1,True,320,320,JPEG,RGB,26076,a08495973ce494f9ee78b3eebd4c9c8aaf1b4dc5aeb631782d13a1a03bc64da9,,True
train_0.parquet,68,5,1,True,320,320,JPEG,RGB,30121,c645cd2750417248be439785306a7573a2d210a4cb618fb63308f9af5350ff76,,True
train_0.parquet,69,4,1,True,270,270,JPEG,RGB,21776,6a644879e8547b88a8536ae057f5bcb76cd6daee2b507d6936e32c34b8c7d1e2,,True
train_0.parquet,70,1,1,True,320,320,JPEG,RGB,5933,fcc0fbcfa569fc552289b379736617713414018cdb46ff734a28653298699e35,,True
train_0.parquet,71,2,1,True,320,320,JPEG,RGB,34209,a3a0d8d27eb544e16abc46819c13b8585eea710a00b461ca488715142395d09d,,True
train_0.parquet,72,4,1,True,270,270,JPEG,RGB,20124,493230b7631d81ec819527a5679be034324783742f923dcc52a7f62344244989,,True
train_0.parquet,73,1,1,True,320,320,JPEG,RGB,37731,971a1fa274e7d6870006a2d7f8e90a460f56230b653d558b1a4258bdf51149d4,,True
train_0.parquet,74,3,1,True,320,320,JPEG,RGB,23315,a13733d319acd3f5c95161a6a6d10477ef64c61b79ef8a4cff566a3a542e3a16,,True
train_0.parquet,75,0,0,True,640,313,JPEG,RGB,53880,25fd66e5672b9b66242642205e20b688418d3d29400d13e4c13f28a9c2057714,,True
train_0.parquet,76,0,0,True,480,640,JPEG,RGB,33593,758295c0c32af7dc0661af66481d51623fc25972f5fc7d473b5e4309d6e4df89,,True
train_0.parquet,77,3,1,True,320,320,JPEG,RGB,5664,11ffefe0fa56794c7f4eb35340e603ee086137179b808ee3db0aaf36120b7605,,True
train_0.parquet,78,0,0,True,500,345,JPEG,RGB,25097,37368083bec560dc06a9806d0ae51ba941a3ef77af3c6baac477ee11360aead5,,True
train_0.parquet,79,5,1,True,320,320,JPEG,RGB,21217,47ae5432e1f00a95a3a2ad3ac749c0dc6a7ef767d2c76ac7beee9f1670bbad58,,True
train_0.parquet,80,3,1,True,320,320,JPEG,RGB,35382,bbefe61bc8b0ac8ab7c8ee9d44a9c06efb0f47e6ebaaf2d973cf9d5441f539df,,True
train_0.parquet,81,2,1,True,320,320,JPEG,RGB,16684,1563b9dfb2c6d4ec7683907dfcbbeeee5efaadbcc51a9355870ba3893af16644,,True
train_0.parquet,82,3,1,True,320,320,JPEG,RGB,35079,d0796ebe645ac2ba52c43c00de6965c9c560aef4ba7ef07425054e6691bfd5ac,,True
train_0.parquet,83,1,1,True,320,320,JPEG,RGB,35035,d8bffe2c1906456facb69ca6b365014f8c9eac833450436e40f05133b4017665,,True
train_0.parquet,84,0,0,True,640,480,JPEG,RGB,52043,4419665396b239c36351df83d0ab3df0849e54ed32a6718734a671f73d061dbb,,True
train_0.parquet,85,5,1,True,320,320,JPEG,RGB,27403,4cc173e311156149ddb32aa1611b4cd0b79ca3becda8b004732f3adeef642dc8,,True
train_0.parquet,86,2,1,True,320,320,JPEG,RGB,29285,791afd24cd9887388bce9683d651d6e51c225eb6136344bb50c443b4db0b34bf,,True
train_0.parquet,87,0,0,True,640,514,JPEG,RGB,40715,f2cb0992eb74e0f4391ab3d8d2ce3ecf46c887b686bec88a5767b22767970e41,,True
train_0.parquet,88,0,0,True,427,640,JPEG,RGB,30541,a7cb161ce18f830c01c25da5154f57cdb2a4b0236858ee8a3ad9856ed854cc34,,True
train_0.parquet,89,4,1,True,270,270,JPEG,RGB,21397,50be123587198bd97c30ffc5b7b10169e95f522e7957e722005358de03ddf9f7,,True
train_0.parquet,90,1,1,True,320,320,JPEG,RGB,47264,7de7d6e8eeae0103791986bb8d47ad8922e046a8a9456c23fa6c6b4be35ad40a,,True
train_0.parquet,91,5,1,True,320,320,JPEG,RGB,29036,5acaedaf3719dcc3796b9a69dc9c6d5b24d522b01f04760beabadeb57854cdd6,,True
train_0.parquet,92,1,1,True,320,320,JPEG,RGB,55535,554d2b5ed8651d03a170a031209ff3503ee4ca7f9518dff1b20d19f6951432c8,,True
train_0.parquet,93,2,1,True,320,320,JPEG,RGB,33169,5a03e4a48a5fec7dd03fea83866687d6870de231e81402fe392830bda3c8ae90,,True
train_0.parquet,94,3,1,True,320,320,JPEG,RGB,35017,285e1dddd9cd73e1240dc15096850b1de6dd78480fe9ee8ea5ba8bf0a8a25688,,True
train_0.parquet,95,3,1,True,320,320,JPEG,RGB,34668,9667ecccee77913683eaa4abea88085f562a14e784050bf8221b579e6ca6b7a3,,True
train_0.parquet,96,1,1,True,320,320,JPEG,RGB,43939,63f3b2b5200434d7604066c40106ceb4443da391336d5546e0d539d8a2246b04,,True
train_0.parquet,97,4,1,True,270,270,JPEG,RGB,4861,5b87fd6f24db7734b3cb5d96322202751ae5cc6f5044a9a5e4ff93d7d45a1c59,,True
train_0.parquet,98,3,1,True,320,320,JPEG,RGB,15541,80262a696cd5c526a40a391b28f9feb6cd0437a8de67ee36fc12531de3e0155d,,True
train_0.parquet,99,1,1,True,320,320,JPEG,RGB,44007,5efb30164bddaace5619117c8270aeafb7a60b73a32fffac5aa0f3a1e880bd3a,,True
train_0.parquet,100,1,1,True,320,320,JPEG,RGB,27521,9ec8d1b7fb2aa2142051700536d2164a947e11e7eec5e98ed7f879c79bf456ed,,True
train_0.parquet,101,2,1,True,320,320,JPEG,RGB,32602,30d4a4f975d7a2110b639d974aafaaad422dcc72f268f4b343093333ee29c2af,,True
train_0.parquet,102,0,0,True,393,480,JPEG,RGB,30903,d638fc1637439e45e9c7106af58cf5b82ae63f5bd06caaf53161b512f0059ed9,,True
train_0.parquet,103,3,1,True,320,320,JPEG,RGB,37759,dc8e4d77cd77bdbcf58b3d614f3041650e851781f0a0d1f93f07f678178cf257,,True
train_0.parquet,104,4,1,True,270,270,JPEG,RGB,23629,0184d94421be505d52dc95d0e45d03138939ce759d4c0a13c8a1437ea597250f,,True
train_0.parquet,105,4,1,True,270,270,JPEG,RGB,15084,48f7c90b10e94452c17ef2e854ce3123bae22514454249a1f234293193d342ca,,True
train_0.parquet,106,5,1,True,320,320,JPEG,RGB,29156,e30e2a42d4306bc394124fbdba142986d69b97a08f3869956bf57972e2e3632a,,True
train_0.parquet,107,5,1,True,320,320,JPEG,RGB,25427,38c44137160834a7d5689930396fd19caf7f7c5424db02c17f1027ff94ed1433,,True
train_0.parquet,108,0,0,True,500,375,JPEG,RGB,33719,7aaa33624df17f28a6e2bcae8b41e262f3a8b1e1d7ddd5c97e8b463eac9473ee,,True
train_0.parquet,109,0,0,True,480,640,JPEG,RGB,41575,13c5874a61712ac5a8316a5e7ba851e8d6785ed9bd4cd0b236bec59fe9e2f64b,,True
train_0.parquet,110,4,1,True,270,270,JPEG,RGB,19240,a53a8b9399fa4e5badf7c35529b87b3243aa53b29359c868105cfff1f2985580,,True
train_0.parquet,111,0,0,True,640,480,JPEG,RGB,98803,c0d832902dead11baec38ed83c2b709a9d65f4ff8a81dd98401cd058ef9a8723,,True
train_0.parquet,112,1,1,True,320,320,JPEG,RGB,41139,a0803398071a68ae3bb79ef15310a588d760c428a607d8161a4ca6f1174e5327,,True
train_0.parquet,113,1,1,True,320,320,JPEG,RGB,38933,8d08e6d9766c8fa541495e858e65ca5c836710d0ae93efd4bae8b1fb812d6fb2,,True
train_0.parquet,114,1,1,True,320,320,JPEG,RGB,44536,76b0de6e3da8a825f8d7da5e8a0c9a77f4d5d96e487e786f55e04b3d7d08028f,,True
train_0.parquet,115,0,0,True,640,480,JPEG,RGB,90966,b32ce8a0cee53d6c52eb8d11818628ca09338fe2c22b21f6b21da118e5de8c2d,,True
train_0.parquet,116,4,1,True,270,270,JPEG,RGB,18078,1542cdbc7be682ed91e2c29a38315693ffac98b855544e739add39ad8f46a11f,,True
train_0.parquet,117,4,1,True,270,270,JPEG,RGB,19819,07f37ce9e0e99e5552d8e5abdec528f51322d8cc90868fbbb8170f5e40a4a3c5,,True
train_0.parquet,118,2,1,True,320,320,JPEG,RGB,25410,f99182397a1965bd461baaf949460424a83a3a8079971e48e92d93d68ef9059e,,True
train_0.parquet,119,4,1,True,270,270,JPEG,RGB,15165,025ee305c4fb2d5c5f3702c811cbdf4eda58677f8ae6dfaec8ca76b46673a6ce,,True
train_0.parquet,120,1,1,True,320,320,JPEG,RGB,33454,4b6cb07b417f7847b7da713a0e8f7ed5e45a7c2acc70b1f104d9385c40c30d56,,True
train_0.parquet,121,4,1,True,270,270,JPEG,RGB,16327,7b9f094a6a9220edc91c3eb98ae8cb9de055b3830d4e2088ecd606f7be7febaa,,True
train_0.parquet,122,1,1,True,320,320,JPEG,RGB,37392,34489ece2855eface9475314c26eefb8e00cd4994561819abee6b3a005fe2220,,True
train_0.parquet,123,2,1,True,320,320,JPEG,RGB,19972,aaa0a182a78ab8607fe86d3f46ee84e083c6b385f6e0adc30c2c2b23ca522d0d,,True
train_0.parquet,124,5,1,True,320,320,JPEG,RGB,9522,4ac45e512a38a07ad055908a56fa35f837fc4988340da160dc22e21c5f69fa35,,True
train_0.parquet,125,3,1,True,320,320,JPEG,RGB,30408,e2f4c8c985381d306ab49420230b7eaa4377c36c7dd18cf9ae51e44ae70981f4,,True
train_0.parquet,126,5,1,True,320,320,JPEG,RGB,29393,510dc99d07e8747721d716d560f907bce6f812e39240dc469a0b9d4875a438fa,,True
train_0.parquet,127,0,0,True,500,400,JPEG,RGB,16227,531f39ea4b49d7816c13b23995940f7ef9cb07fd99a9d3571b6449609d28e738,,True
train_0.parquet,128,0,0,True,640,427,JPEG,RGB,88450,2bbd1854abbad8783d6ed65717b2d92f22fc98f295bf186399ae3dd24eff346c,,True
train_0.parquet,129,2,1,True,320,320,JPEG,RGB,32659,566e4a61bf0ee2ccb55daa81a0b18fcffbe176098d5cb7263f5dcfe32f29bfd7,,True
train_0.parquet,130,3,1,True,320,320,JPEG,RGB,15996,56686002c909de2b4d257b87dd665d36cb5a46c72aff45810112c709b583851e,,True
train_0.parquet,131,4,1,True,270,270,JPEG,RGB,18591,4838b3ccaae338d8270b3a1c68f7018bf9b9a38c495f8b088744eb2734117912,,True
train_0.parquet,132,4,1,True,270,270,JPEG,RGB,13341,5ab374c02441378bacc9e384a76fa264587c4f7d8fde60e42e92afb66f35134a,,True
train_0.parquet,133,5,1,True,320,320,JPEG,RGB,8900,c892767c0b8a90c0cc6fb20a9279dcf64bbb617ac42563d9de9002b716963285,,True
train_0.parquet,134,2,1,True,320,320,JPEG,RGB,25027,095527b9ccadeeff209a732ebba8187e8af4cb105f3d95637ed3ff1d5f4aafcf,,True
train_0.parquet,135,5,1,True,320,320,JPEG,RGB,27564,4676cbf99284828e85d2b5538c74874049b2c5bc336811817fa644cec2eec565,,True
train_0.parquet,136,2,1,True,320,320,JPEG,RGB,35795,b20c353e4ed61025379f0000b5be3de50a64df7ba64dc997567d2d68135d50f0,,True
train_0.parquet,137,3,1,True,320,320,JPEG,RGB,42047,786851382e264cc8186ea9db68ee9177685f5dd84f09f7782743a68c0eb0c431,,True
train_0.parquet,138,2,1,True,320,320,JPEG,RGB,33056,9e7fcb112c267e8a24209d5d1ef70447ab383a3ac0287cc90c89e96e84c5d1dd,,True
train_0.parquet,139,3,1,True,320,320,JPEG,RGB,44707,b3d79d7a34f1e2a6a8cf7e63ce3d63aced3da934d7ad8a9574660a1120f812d1,,True
train_0.parquet,140,2,1,True,320,320,JPEG,RGB,30718,2983ddf6e5f16a2578f566ba998332929537f63651594a921ba3048ad16724a7,,True
train_0.parquet,141,1,1,True,320,320,JPEG,RGB,41771,cde5a7050fd82d3ff57da0012950fa24182faa83775c551a7a0991416ed19fa0,,True
train_0.parquet,142,5,1,True,320,320,JPEG,RGB,27034,81c4b79fda9f13bf0ecf8bb5a1b4a12f5c256ced51b8a0ebed9dfc6f18f0449e,,True
train_0.parquet,143,0,0,True,640,427,JPEG,RGB,53669,f79dd34cc4e33f26c7c5b02e711f518e2d9d815245bf8880c7c5bcf5b19b4bd3,,True
train_0.parquet,144,0,0,True,640,480,JPEG,RGB,77373,43b2983d52e99725f6f5dc2d8231ccf21d8dbf83201f6bb8c9cb60e2aaada5e7,,True
train_0.parquet,145,5,1,True,320,320,JPEG,RGB,25527,1400a84f701e6ae135bf27a9b9d2db18243da2bfbd5b74b56533f214f1b76563,,True
train_0.parquet,146,4,1,True,270,270,JPEG,RGB,19141,08fc3d8f39e3b5ace6e4b3758d87c686a5bafcf418e4abd0ab40775210e95720,,True
train_0.parquet,147,5,1,True,320,320,JPEG,RGB,24514,8ec8de80775d518f49670649b81a28e3168d7ebde1a6b9c5ad207aabaf37805c,,True
train_0.parquet,148,5,1,True,320,320,JPEG,RGB,21362,23274a8215066f882e440bbf576819121b2a94409ee45af8969b00856d0410b2,,True
train_0.parquet,149,3,1,True,320,320,JPEG,RGB,5536,4a7dde80312d07a940d10fde271b86fdea54a031b747e907d6fd25a43b3eceff,,True
train_0.parquet,150,2,1,True,320,320,JPEG,RGB,18672,f64eac1504ecdb45b906390937eb98323d58dc0b16823803aa8c1ce5b7f40fa4,,True
train_0.parquet,151,3,1,True,320,320,JPEG,RGB,22455,28a391d65d811a7826d9b22569f2b496799bc0608e5e254f876fdcb80beb4371,,True
train_0.parquet,152,0,0,True,500,500,JPEG,RGB,25618,381a77469c13a7b7aa4691801b5f5fe5b35047e2340ad97a50f62fcf38be462a,,True
train_0.parquet,153,5,1,True,320,320,JPEG,RGB,11869,c489f9ce449025650930300fe57d6908c50b4fff5232097c3f57ea6c12b83b09,,True
train_0.parquet,154,3,1,True,320,320,JPEG,RGB,42987,2ab22fd7334025bc89c369101a4a8ed0eca32f8536e9977132260a1844a9242c,,True
train_0.parquet,155,1,1,True,320,320,JPEG,RGB,49791,6b03d34ae182cb12762f1f9ad8365e45a11b08de664460a671dd9b1ef5af24a8,,True
train_0.parquet,156,3,1,True,320,320,JPEG,RGB,33350,2a15a1bc1dd2d753198a734c31d6309c9d8048d758e39af09efcca30aa483c42,,True
train_0.parquet,157,5,1,True,320,320,JPEG,RGB,34321,97ab352a2513fd37ea176df421f9b2d75abc8277db66248d57470a5e2ea2e3c0,,True
train_0.parquet,158,5,1,True,320,320,JPEG,RGB,24153,9beeaf8b5329284f210a6b593529c331c40e41743e69ba5ac8933e9e05962b41,,True
train_0.parquet,159,3,1,True,320,320,JPEG,RGB,27948,6fcd6a8edfc5b505dd4c9abf89b7def0ae015cfb3743336d8762a750bafc6a6c,,True
train_0.parquet,160,1,1,True,320,320,JPEG,RGB,26324,dba061bb2ccc0c84ec70287b75fa6752a145aa573730ac702b671c930597b47d,,True
train_0.parquet,161,2,1,True,320,320,JPEG,RGB,23927,c94d8e83aeb1608ea03da0b5fd33ecea3950213a9ea0fffac30291328969d87d,,True
train_0.parquet,162,5,1,True,320,320,JPEG,RGB,28078,b5d90b26b38bff12d8870a2c759f294f8325b88b8879a638eb1f5b7dc714c99d,,True
train_0.parquet,163,0,0,True,640,478,JPEG,RGB,64228,d8a7c051793aacb7eb7c25f2d354908d71c28baf33cb26ce25f2444a0c058767,,True
train_0.parquet,164,2,1,True,320,320,JPEG,RGB,17660,e7e1dc27e994a7f189ed7830c3b9ce98d443a71607f52ccaaa485e377fe44c97,,True
train_0.parquet,165,0,0,True,640,488,JPEG,RGB,48248,e57fe41dfbe4e421b006e2a00b1b7d284718cad4c813f14e947d0849709e47dd,,True
train_0.parquet,166,5,1,True,320,320,JPEG,RGB,25373,1940809263e5844cfc72307ec14dbcdf629e588caadee3a68c20b3f7774a1791,,True
train_0.parquet,167,5,1,True,320,320,JPEG,RGB,24395,5bcf23de890750392ae55a5aa6741d9608612462b21e6917a48c80be0fe2a189,,True
train_0.parquet,168,1,1,True,320,320,JPEG,RGB,50099,6b413d673b832e73fc8ccee9831644f1a43508979fa4c978934b60663b050a02,,True
train_0.parquet,169,4,1,True,270,270,JPEG,RGB,18429,85d0f6bc62751beb3d3887b38dff13509f3b0cb13ccdfccfd7b21f1ccd2eb221,,True
train_0.parquet,170,1,1,True,320,320,JPEG,RGB,31004,51a113d9a9a5398602dc0bef1ab1e056900fb540824de7476eac154420d1a77f,,True
train_0.parquet,171,3,1,True,320,320,JPEG,RGB,42922,14f0d1b35390ada1f14622317d61aba8327b47a7a78ff20f043f7b98851d737d,,True
train_0.parquet,172,1,1,True,320,320,JPEG,RGB,25652,b8b9a2d1778560399d48f9d5094f1b2c685a57e44e703e5553c21747d69c371f,,True
train_0.parquet,173,0,0,True,640,427,JPEG,RGB,76773,22e931d81ef3b1570e2339c52da5ad7f03403439929692a8fddc6bb12257bd67,,True
train_0.parquet,174,2,1,True,320,320,JPEG,RGB,18738,1e94927e5fe50ed1de87f7dfe4966003675be98895e3c58ede85e866fc4967a3,,True
train_0.parquet,175,0,0,True,640,480,JPEG,RGB,60935,c2df7dbdacd8cda1368cc189e6307341c82f4eb023189c8d3f83dced304fb901,,True
train_0.parquet,176,0,0,True,480,640,JPEG,RGB,40535,05cf5adc2c77c0881f5a07e02659aa475a89e1128998b3215225a12b01964f5d,,True
train_0.parquet,177,2,1,True,320,320,JPEG,RGB,26051,492f69198a1ecfe13dbffc6252c378c073593a64f85d6cbbd160ddcdb0bb773f,,True
